review,sentiment,sentiment_pred
عبد الفتاح مورو رويبيضه العصر مصقتها تافه يتكلم في امر العامه رجل اعمال وهدره وحراسه ومال واعمال ومستواه منحط يحكي كي الفصاله ويسهر في كباريه بدورو ويلوج عل بنات هك وهك ملا حاله وكابه قمه العارر بلاد تقاوم فالارهاب و ذكوررا تلوج علا الذكوررا بلاد الواق واق,Negative,negative
ضيف غير مرغوووووووووب فيه,Negative,negative
اش كرهناهم ها السياسيين ما عندهم كان الكذب,Negative,negative
طحان يبقي حيام كامله عايش طحين,Negative,negative
لا يليق بهذا البرنامج,Negative,negative
انت خامجه ومكش انسانه بالكل ما نيش عارف منين جيتونا تونس خمجتوها بالخماج الي كيفك,Negative,negative
قداشو ماسط ورخيص,Negative,negative
يا قليل التربيه السوريات بشرفوكبس الظاهر مو قدران ت صلن لحتي عم تحكي عليهن هيك ماحد خبيث غيرك انت وامثالك ربي يهدك,Negative,negative
ان شالا ديما متالق و ناجح يا جعفور,Positive,negative
في كلمتين وليد يا راجل ويا معلم البارح كنت سيد الموقف موش كان في رايك علي المثليه لا اما في دفاعك علي زميلك واحمد الاندلسي في الميه من التوانسه معاه من احلي الممثلين في كلمه تهبل محبوب وباهي وتستاهل كل خير مبروووووووك ربي يهنيكم شخصيه بدر حلوه اما انت منعرفوكش بالقدا ربي يهنيك يعطيك الصحه و انت بالامثل حاحه حلوي عالاقل واحد منا يلقي علاس يتفرح هههههههه محلاها و صوتها حلو اما نحسها تتفينس اكثر من لازم ديكو وتصرفاتك التلقاييهالي خلات البنوته تحملك ودمعه برافوووو جعفر يعطيك الصحه و ربي يتوب عليك مالسوايل مبدعه جيد واصل ربي معاك راجل وعجبتني وبرافو مادام حكيت موقفك بكل شجاعه ضد الوبنه و الموبنه احترمتك برشا راجل بصراحه و عملنا عليك كيف واصل ربي يجازيك خير علاء يعطيه الصحه وحدك يا معلم سيده محترمه و مثال للمراه التونسيه شن هالجمال هذا مهما يحدث يبقي لمين هرم الكوميديا نور شيبه فنان صوتو حلو غناياتو باهين ربي يوفقو وزيد يمتعنا بالغيانات لكن بالنسبه لبيه زايده ليوم انا احبها يعجبني دورها نع بوزينكم لمين النهدي امبرتور المسرح التونسيه اقسم باله بنات عسل ربي يحفظهم ماشاء الله علي تربيه امهم كبر في عيني مدام بوه راضي عليه فوزي بن قمره نحبوا اغانيك ونحترموا رايك لاعتزالك الغني مااحلاك يا ولد المنستير في صوتك وتربيتك ليلي متمكنه برشا من المسرح صوتو ماشاء الله ومتكامل فنان محترم و مشرف تونس سبحنك رب ما اعظمك سبحنك رب ما ارحمك سبحنك رب لك كل الحمد وكل الثناء عليك لا اله غيرك ولا رب سواك بارك لهذه السيده وبارك عليها وخصها بعزتك وكرمك يا رحيم حوطها بجنودك في حرمه حدودك من اراد بها سوي دمره بكيده فيه اجمل تحياتي بالسلام عليك ايتها المراه المجاهده نحب نقول برافو لوليد برافو امين حلقه متميزه ضيوفك من تراز رفيع بردتنا علي قلوبنا من نباره ونقلك يا انصاف اليحياوي راك دايما متالقه او مزيانه اشنوا السر برافو و ربينا معاك يا حاج كيما بيقول المصري مسرحي بارعومثقفوواعي ويعرف اش يحكي و كل كلمه في بقعتهاوهو من الممثلين المسراحيينالي عندهم وزنهم في البلاد انت احليييييييييييييييييي منهااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااا رجل بصراحه ولد عايله و متربي و يعرف شي خرج من فمو برافو لطفي كمل اخدم علي روحك نهايه تحفونه انا عجبني المسلسل سي ناجي مره هادي باش نقلك برافوووووووووووووووووووو و انا الي مستانسه ننقد فيك لا مرا هادي ما نيش باش ننقد الاخاطرك عجبتني و اقنعتني بكل مواقفك و اراءك و بكل كلمه قلتها خاصه كي قلت ساحارب اافساد و باش نرجع اامدرسه هيبتها و قيمتها و فرحت زاده كي شكرت اانقابه تعليم ااثانوي ايا باهي انشاءلله ديما علاقتكم في صحفه ااعسل صوت رايع مريم ارجعي والله توحشتك انا كليم نتفرج فيك محلك برافووو برافووو يعطيك دوده روووووووعه حبيتكم الكل فنانه محترمه لانها تحترم في الخدمه لي قاعده تخدم فاها قمه ما شاء الله عليها قويه برشه اللقطه اداء اكثر من رايع سامباتيك والله يخليلها شبابها انا نحبك نموت عليك ياجعفور هذه بوسه من عندي,Positive,negative
جعفور انسان محترم فدلاك ومحبوب من عند الناس الكل,Positive,negative
انت صفر والصفر اشرف منك تتعلم في الزلق تحت تكسرت قبل متبده,Negative,negative
سامي مبدع بصراحه,Positive,negative
الغلطه من كلام الناس لجيبينو واحد جاهل ما يعرفش يحكي,Negative,negative
الليله شيخه ضحك مع جعفور محلاه ياسر نحبو كان في تلفزه نتفرج فيه كان في رديو نسمعو تي الحصيلو مغرم يا ليل,Positive,negative
هاهاهاهاهاهاها برشه ضحك براااافو كريم,Positive,negative
ياسر ثقيل وماسط وبلاسطو في الراديو,Negative,negative
حثاله جرذ طحان,Negative,negative
قناه تافهه ومنشط باسل و ضيوف لاجديد لهم كان تقشقيش الحناك احسن حاجه تعملها خويا واختي العزيزه تسكر التلفزه ولا تعمل,Negative,negative
مناااااااااااااااااااااااااااااااافقه كبييييييييييييييييييييييييييييييييييييييييييره,Negative,negative
حتي صافي سعيد مليان بالحجج والادله الكاذبه والخاينه,Negative,negative
