clean_text,sentiment
والله ما امسط من نجلاء كان انت والفن تكب سعدا من نهار لشدية انت نقيب الفنانين برا شوف خدمة اخرى خيرلك انت عملت عار وريحة اكثر من نجلاء ياسيدي شيخ تحكي على الفن شنوا مستواك انت تي انت ونجلاء كيف كيف انت م وهيا ق ورجال ميتحقرش يابهيم موش ندافع على الدالاجي اما حسب من شوف خير منك وعطى في ميدان متعوا خير منك مرخصك حاصيلوا يا مسخ تفوه عليك وعلى قدرك كان عندك فدر,Negative
محلاها السمري,Positive
إمرأة تشرف تونس,Positive
تعجبني محلها,Negative
كان جا بيدي قسماً برب الكعبة ننفيك من تونس ونبعثك للصومال انت والحثالة الورتاني، أنتم أكبر عار علي تونس,Negative
انتي معللللللللللللم,Positive
ملا منطق يحكي بيه و ملا مستوى منحط لكن هذا موش غريب على هالسنبل هذا,Negative
تفو عليكم تعلموا في بناتكم الرخس وقلة التربية نورمالمون تعلموا بناتكم كيفاه يتصرفوا في المواقف هاذي بالطريقة الصحيحة مش تعلموا وحدة مخطوبة تعوم بالبيكيني مع خطيب اختها,Negative
الفة نحبو جديدك رانا نستنوو,Positive
وجيهة الجندوبي هي سبب فشل نسيبتي العزيزة,Negative
راجل,Positive
مكثركم و مقل بركتكم,Negative
الحاصيلو ماسط لاسط يا شمير,Negative
قداااه نكرهو هالغمة عالقلب كالشوكة فالحلق و الفن التونسي دمو رزيييين خاطر مقداد نقيب الفنانين اع ععع مكعبر و معقد و اصلع و يحكي تقول سلطان الجن لوول تي اعطيوه كف و لا صبو عليه ماء بارد فيقوه على وضعو جبالك الرواسي ولا عبدك الثقيل,Negative
باهي برشا ان شاء الله بتوفيق تعجبني بالمسلسلات,Positive
ميسا كانت احلي شي في حلقه,Positive
قلة حياء و قلة تربية الغلطة في العباد إلي جابتها البرنامج طاح ياسر مستواه باشباه العباد هاذم ايا تراه فيق يا لطفي العماري,Negative
أحترماتي,Positive
الشيب والعيب,Negative
أنيقة برشا محلاها,Positive
انت معلم,Positive
عار علينا أمثالكم أيها الشواذ جنسيا وجب سحب الجنسية منكم,Negative
قطوسة أجمل و أحسن ممثلة في تونس,Positive
ماخوركم يعجب التافهين فقط,Negative
تتشرف أنك تجمعي اذا انت في مزبلة التاريخ يا سقط المتاع,Negative
الكلب هذا،أقسم برب العزة إلا ما ينتقم منو ربي أشد أنتقام،وتذكروا كلامي فماش مرة ما حاربش فيها ربي والرسول الله لا ترحملو عظم،آمين,Negative
برافو وليد برافو احمد والله رجال,Positive
من ناحية ماسطة ماسطة مستوى منحط هكا علاش عمرنا منقدموا,Negative
كبير و ميبون ههه,Negative
مخيب وجوهكم شلايك,Negative
ملا مناظر مقلبه,Negative
مشاء الله,Positive
ياسر مزينة و فينو,Positive
تحياتي سيدي المحترم برافو مروى واصل والله إنتي معلم والتوانسة الكل منك تتعلم،برافو جعفر ربي معاك كريم يعجبني برشا ماشاء اللـّه عسلة احسن فريق يعجبنى اما ناقص ابراهيم هبليه برافو بدر يعجبني صوتها أما نحب نقلها واصل ع المنوال إلي تخدم فيه هههههه وأخيرا برافو سامي هههههههه محلاهم تعجبني حضور محترم طيب في الكلام البنت طيبه وجميله وحدك يا جلول اعز واحد بيروم يعتيه دودة محلاه محلاك يا بيوتة عمايل تمشي و تزيان تبركله عليك انسان خدام طلعت برشا ربرات على اكتافو وكلمتو قوي ماللخر يحب يخدم ربي معاه صوتك حلو وانتي محلاك وغناياتك محلاهم اما زيد اخدم اكثر انتي فنان باهي يا ايمن روعة اليوم و كل يوم ظلمناك مالأول أما توا عرفناك صادق واصل مصطفى مسرحي بارع،ومثقف،وواعي ويعرف اش يحكي و كل كلمة في بقعتها برافو بن يغلان ربي معاك صافي سعيد موسوعة ممثل و فنان تونسي له كل التقدير اما ما تجيش تلعبها مثقف و سياسي محنك خاترك من الناحية هذي فلووووب نحن نعشقها ونحن نعشق الحوار التونسي مدام محرزية مرا وعليها الكلام الحكاية حكاية فكرة وثبات شرفت الفن في تونس مطربة و فنانة كبيرة صوت نادر وجميل في فنانة متواضعة يا معلم اقوى ممثلة الرجولة ممتاز طيح عالكل عمري لا حبيت وليد التونسي أما ليوم عرفت قيمتوا راجل و سيد الرجال خير من برشة عباد مبدعة و نحبها برشا واقعية في كلامها و معندهاش الزايد برافو وجيهة يانوارة البرنامج براڤو سامي روعة باسم الله ما شاء الله وسبحان الخالق المبدع برافو معلم عطها لا تقر لا تكتب لشكيب كويسة ممتازة وربى معاها راجل مناضل الله يعينوا على الايام ياااارب يعطيه الصحة طلع راجل و مقلبش الفيستة كيف غيرو بالرجولية معلم كيف خرج من الاستوديو برافو وليد التونسي,Positive
ماسط وبليد ركيك وًرهدان,Negative
قليلية تربية و عمرك ما شرفت الفنانين اصلا اول مرة نشوفو خليقتها كيفاش جاية تحط في روحها مع الفنانين الكبار,Negative
عشششششل مشاء الله,Positive
فتاة متصنعة غير متوازنة نفسيا وزوج مستفز ببرودة أعصابه تقولوا منحبكش يقوللها قولي نحبك نكتب عليك صداق الخلاصة قلبي وجعني على ولادهم,Negative
مش عادية برافو فنانة,Positive
ناجي جلول,Positive
ماسط لاسط من قبل مش من تو و قداش ظهر في هاك الحلقة متاع متاع التنويم المغناطيسي وكي تفضحو عملو رواحهم يفدلكو,Negative
الشيطان اشب منو الخييييييييييت,Negative
راجل,Positive
يلزمني نعمل جام على كل تعليق سب هالمسخ والا نكتب كتاب كامل سبان وشتيمة,Negative
فنانة مكتملة تمشي مع الاقلام الكل كيما قال شكيب,Positive
عقاب للمشاهدين,Negative
بالصراحة لا علاقة بالتمثيل,Negative
يعرف آش يقول و واثق من روحو,Positive
ملي مساطه وبلاده وركاكه اخيت اخيت,Negative
مقرف، مستوى متحط، لأول مرة أجد نفسي متعاطف مع النهضة، إضطررت لتغيير القناة لأنه سبب لي الغثيان,Negative
عجبتني,Positive
راجل و هاو طلع ارجل من شكيبة,Positive
ملاهط تونس,Negative
اكبر طحان و اكبر دجال ايجا لجربة و شوفوا شيعمل مع اليهود خسارت كان هاك الجبة,Negative
أنا نحب أولاد مفيدة,Positive
عجبتني حلقة اللية حسيتها رايقة برافو حسين الديك واصل هكاك,Positive
